accuracy,loss,val_accuracy,val_loss
0.05222037807106972,3.678060531616211,0.032686781138181686,3.613489866256714
0.055947195738554,3.5712954998016357,0.0524425283074379,3.541027545928955
0.05765344947576523,3.521117687225342,0.05028735473752022,3.5077240467071533
0.05765344947576523,3.4983952045440674,0.05423850566148758,3.4926564693450928
0.05590229481458664,3.488067865371704,0.05531609058380127,3.4856045246124268
0.05765344947576523,3.4833285808563232,0.054597701877355576,3.4823498725891113
0.05765344947576523,3.48108172416687,0.05531609058380127,3.4807822704315186
0.05576758831739426,3.479991912841797,0.05549569055438042,3.4799156188964844
0.05765344947576523,3.47943377494812,0.05513649433851242,3.4794609546661377
0.05765344947576523,3.479121208190918,0.054597701877355576,3.4792211055755615
0.05765344947576523,3.479001998901367,0.05441810190677643,3.479057550430298
0.05702482908964157,3.4789130687713623,0.055675286799669266,3.4790358543395996
0.05765344947576523,3.478867292404175,0.05531609058380127,3.4789786338806152
0.05765344947576523,3.4788601398468018,0.05441810190677643,3.478905439376831
0.05689012631773949,3.4787988662719727,0.05513649433851242,3.478877305984497
